Order Number,Product Name,Order Type,Product Cost,Cash on Delivery,Product Unavailable Flag,Multi Mode TraNosport Flag,Speed Delivery Flag,Remote Location,Multi Hop Delivery,Product Size
3153125,Product D,Additional,1992,N,Y,Y,N,N,Y,Medium
2068814,Product B,New,921,N,Y,Y,N,N,Y,Large
2272911,Product C,New,542.39,Y,Y,Y,N,N,Y,Large
2850438,Product B,Additional,970.1,N,Y,Y,N,Y,Y,Large
2677561,Product B,New,3030.23,Y,N,Y,N,N,N,Medium
2225711,Product B,New,875.85,Y,N,Y,N,N,N,Large
1392366,Product D,Additional,1992,Y,N,Y,N,Y,N,Medium
1750446,Product C,New,1120.28,Y,Y,Y,N,Y,Y,Large
2302995,Product B,Additional,1910.3,N,Y,Y,N,N,Y,Medium
2390378,Product A,New,357.5,N,N,Y,N,N,N,Small-Medium
3586538,Product A,Additional,974.4,N,Y,N,N,N,Y,Large
3632166,Product B,Additional,509,Y,N,Y,N,N,N,Large
2813962,Product B,New,727.5,Y,N,Y,N,N,N,Large
1999242,Product A,New,1558.61,N,Y,Y,N,N,Y,Large
2102581,Product B,New,1597.2,N,Y,N,N,N,Y,Large
2329886,Product C,New,1089.51,Y,N,Y,N,N,N,Large
2397938,Product A,Additional,612.33,N,N,Y,N,N,N,Large
2429321,Product B,New,756.2,Y,N,Y,N,N,N,Medium
2086816,Product C,Additional,999,Y,N,Y,N,N,N,Large
2068888,Product B,Additional,1070.64,N,Y,Y,Y,N,Y,Large
2396530,Product B,Additional,505,N,Y,Y,N,Y,Y,Large
2716547,Product C,Additional,769,Y,N,Y,N,N,N,Large
3477814,Product B,New,328.6,Y,N,Y,N,N,N,Large
1197193,Product C,New,495,Y,Y,Y,N,N,Y,Large
2671838,Product B,Additional,1475.49,N,Y,Y,N,Y,Y,Medium
2172721,Product B,New,261.5,N,Y,Y,N,N,Y,Large
2784830,Product D,Additional,1210.86,N,Y,Y,Y,N,N,Medium
2615491,Product A,New,238,Y,N,Y,N,N,N,Medium
2957407,Product B,Additional,586.5,Y,N,Y,N,N,N,Large
3908335,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2186011,Product B,Additional,841.53,N,Y,Y,N,N,Y,Large
3230436,Product A,Additional,457.55,N,Y,Y,Y,N,Y,Large
2301328,Product B,Additional,264.16,N,Y,Y,N,N,Y,Large
2790025,Product C,Additional,1594.13,Y,N,Y,N,N,N,Large
3935574,Product C,Additional,589.2,Y,N,Y,N,N,N,Large
3829263,Product A,Additional,378,N,Y,Y,N,N,Y,Large
2792287,Product B,New,2278,Y,N,Y,N,N,N,Medium
1900323,Product C,Additional,1743.92,Y,N,Y,N,N,N,Medium
2789959,Product A,New,2246.03,Y,N,Y,N,N,N,Medium
3951472,Product B,New,815.63,Y,Y,Y,N,N,Y,Large
1759783,Product B,New,1147.5,Y,N,Y,N,N,N,Medium
3274205,Product C,Additional,2128.95,Y,N,Y,N,N,N,Medium
2581520,Product B,Additional,999,N,Y,Y,N,N,Y,Large
2591438,Product A,Additional,1171.82,N,Y,Y,N,N,Y,Large
2072513,Product B,New,737.92,N,Y,Y,N,N,Y,Large
3224613,Product B,Additional,1418.9,N,Y,Y,N,N,Y,Large
1440541,Product B,New,509,N,N,Y,N,N,N,Large
1405813,Product A,Additional,1632,Y,N,Y,N,N,N,Medium
2441157,Product C,Additional,675.43,Y,N,Y,N,N,N,Large
1761170,Product C,New,5339,Y,N,Y,N,N,N,Small
2306148,Product A,Additional,1660.83,N,Y,N,N,N,Y,Large
2390849,Product B,New,300,Y,N,Y,N,N,N,Large
1713336,Product B,New,3279.16,N,N,Y,N,N,N,Small
1148678,Product C,Additional,4440.52,Y,Y,Y,N,N,Y,Medium
1331919,Product B,New,438.01,N,Y,Y,N,Y,Y,Large
2768280,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
2197492,Product B,Additional,495,N,Y,Y,N,N,Y,Large
2056284,Product A,Additional,1831.83,N,Y,Y,N,N,N,Large
3189935,Product A,New,522.36,Y,N,Y,N,N,N,Large
2422499,Product B,Additional,837.29,N,Y,Y,N,N,Y,Large
2429329,Product B,New,1459.35,Y,Y,Y,N,N,Y,Medium
2101589,Product C,Additional,853.14,Y,N,Y,N,N,N,Large
2974215,Product B,Additional,2058.16,Y,N,Y,N,N,N,Medium
2186826,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2557378,Product B,Additional,580,Y,N,Y,N,N,N,Large
2744220,Product C,Additional,462.62,Y,Y,Y,N,N,Y,Large
3169217,Product B,Additional,927.79,Y,N,Y,N,N,N,Large
1198199,Product C,Additional,2603.06,Y,N,Y,N,N,N,Medium
2697824,Product A,New,1952,Y,N,Y,N,N,N,Large
3934171,Product C,Additional,927.43,Y,Y,Y,N,N,Y,Large
2919521,Product B,Additional,538,N,N,Y,N,N,N,Medium
2808371,Product B,New,617.82,Y,N,Y,N,N,N,Medium
3268650,Product B,New,721.95,Y,N,Y,N,N,N,Large
3086450,Product B,Additional,785.1,N,Y,Y,N,N,Y,Large
2961494,Product B,Additional,15441.19,Y,N,N,N,N,N,Medium
3113581,Product B,Additional,1216.43,N,Y,Y,N,N,Y,Large
2186501,Product B,New,1086.27,N,Y,Y,N,N,Y,Medium
3234526,Product C,Additional,1008.48,Y,Y,Y,N,N,N,Small-Medium
2801727,Product B,New,509,N,Y,Y,N,N,Y,Large
3834954,Product B,New,522.5,N,Y,Y,N,N,Y,Large
2440081,Product B,Additional,562.05,N,Y,Y,N,N,Y,Large
3121534,Product A,Additional,1632,Y,N,Y,Y,N,N,Medium
1913813,Product C,Additional,1289.35,Y,N,Y,N,Y,N,Large
2760615,Product B,New,590,N,N,Y,N,N,N,Large
2790028,Product C,Additional,1851.72,Y,Y,Y,N,Y,Y,Large
3986996,Product B,Additional,1135.13,Y,Y,Y,N,N,Y,Medium
1773282,Product B,Additional,1241.53,Y,N,Y,N,N,N,Large
3280248,Product B,Additional,650.56,Y,N,Y,N,N,N,Large
2621432,Product B,Additional,1130.08,N,Y,Y,N,N,Y,Medium
3093628,Product B,Additional,922.91,N,Y,Y,N,N,Y,Large
2748594,Product B,Additional,355.95,N,Y,Y,N,N,Y,Large
3075585,Product B,Additional,24464.58,N,N,Y,N,N,N,Small
3410288,Product C,Additional,3140.69,Y,Y,Y,N,N,Y,Medium
1108487,Product C,Additional,810.8,Y,N,Y,N,Y,N,Large
3364353,Product D,Additional,11857.98,N,N,Y,N,N,N,Small
1440146,Product B,New,375,Y,N,Y,N,N,N,Large
1504439,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
3638206,Product C,New,1797.37,Y,Y,Y,N,N,Y,Large
1878582,Product B,Additional,1943.76,N,Y,Y,N,N,Y,Medium
2621107,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1271799,Product C,New,485.02,Y,Y,Y,N,N,N,Small-Medium
1619046,Product B,New,916,N,Y,Y,N,N,Y,Large
3992794,Product A,New,883.78,Y,N,N,N,N,N,Large
2120580,Product B,New,903.53,N,Y,Y,N,N,Y,Large
3348152,Product C,Additional,1042.19,Y,Y,Y,N,Y,Y,Large
2059946,Product B,New,1657.6,Y,N,Y,N,N,N,Medium
3197192,Product B,Additional,1666.9,N,Y,Y,N,N,Y,Large
2330835,Product A,New,875.79,Y,Y,Y,N,N,Y,Large
1285216,Product C,New,1215,Y,Y,Y,N,N,Y,Large
2445988,Product B,New,683.9,N,Y,Y,N,N,N,Small-Medium
2102634,Product B,New,512.7,N,Y,Y,N,N,Y,Large
2978555,Product A,New,370.83,N,Y,Y,Y,N,Y,Large
2192461,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
2574572,Product A,Additional,864,N,N,Y,N,N,N,Medium
2423935,Product B,New,2688.5,N,Y,Y,N,N,Y,Medium
3191777,Product B,New,1104.28,N,Y,Y,N,N,Y,Large
2469606,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2187026,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2792255,Product C,Additional,820.88,Y,Y,Y,N,Y,Y,Large
3548690,Product A,Additional,243,N,N,Y,N,N,N,Medium
3269708,Product C,Additional,1042.77,Y,Y,Y,N,N,Y,Large
2995391,Product B,New,275.44,Y,N,Y,N,N,N,Large
3946185,Product A,Additional,4487.56,N,Y,Y,Y,N,N,Small
2186933,Product C,Additional,895,Y,Y,Y,N,Y,Y,Large
3235432,Product B,Additional,702.5,N,Y,Y,N,N,Y,Large
2846303,Product C,Additional,1273.78,N,Y,Y,N,N,Y,Large
3544148,Product C,Additional,895,Y,Y,Y,N,Y,Y,Large
3835991,Product B,New,1830,Y,N,Y,Y,N,N,Medium
2441207,Product D,Additional,1362.73,N,Y,Y,N,Y,Y,Large
3126120,Product B,New,556.73,N,Y,Y,N,N,Y,Large
1841012,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2961779,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
2340312,Product B,New,674.55,Y,Y,Y,N,N,Y,Large
3280337,Product C,Additional,769,Y,Y,Y,Y,N,Y,Large
1893575,Product B,New,638.96,N,Y,Y,N,N,Y,Large
3114606,Product B,Additional,590,Y,N,Y,N,N,N,Large
2749694,Product C,Additional,1089.51,Y,N,Y,N,N,N,Large
1898636,Product C,Additional,400,Y,Y,Y,N,N,Y,Large
3372297,Product A,New,1145,N,N,Y,N,N,N,Medium
3448160,Product A,New,750.25,Y,N,Y,N,N,N,Large
2631695,Product C,Additional,1406.8,Y,Y,Y,N,N,Y,Large
1440457,Product B,New,375,Y,N,Y,N,N,N,Large
3671348,Product A,New,527.5,N,N,Y,N,N,N,Small-Medium
3640590,Product B,Additional,2294,Y,N,N,N,Y,N,Medium
1888739,Product B,New,2481.64,Y,N,Y,N,N,N,Medium
2621415,Product B,New,247.95,N,Y,Y,N,N,N,Small-Medium
1577240,Product B,Additional,1424.4,Y,N,Y,N,N,N,Medium
2061659,Product A,Additional,355.5,N,Y,Y,N,N,N,Small-Medium
2921020,Product B,Additional,580,Y,N,Y,N,N,N,Large
2125744,Product B,New,446.39,N,Y,Y,N,N,N,Small-Medium
3350064,Product B,Additional,442.33,Y,N,Y,N,N,N,Large
2230354,Product A,New,1000,N,N,Y,N,N,N,Medium
2125016,Product A,New,603.54,N,Y,Y,N,N,Y,Large
2660175,Product A,New,566,N,N,Y,N,N,N,Medium
2768373,Product B,Additional,375,N,Y,Y,N,N,Y,Large
1504235,Product B,New,1607.5,Y,N,Y,N,N,N,Large
2472526,Product A,Additional,1862.79,N,Y,N,N,N,Y,Large
2187265,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
3956594,Product B,New,987.69,Y,N,Y,N,N,N,Large
3279145,Product B,Additional,896.26,Y,Y,Y,N,N,Y,Large
3113711,Product B,Additional,707.8,N,Y,Y,N,N,Y,Large
3834253,Product B,Additional,849,N,Y,Y,N,N,Y,Large
2187049,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2920958,Product B,New,650.56,N,N,Y,N,N,N,Large
1169527,Product B,New,1284.72,N,Y,Y,N,Y,Y,Large
2850167,Product B,Additional,28.8,N,Y,Y,N,N,N,Medium
2814012,Product B,New,737,N,Y,Y,N,N,Y,Large
3860973,Product B,New,585.98,Y,N,Y,N,N,N,Large
2442320,Product C,New,1080,Y,Y,Y,N,N,Y,Large
3135443,Product B,New,850.25,Y,Y,Y,N,N,Y,Large
2168694,Product B,Additional,375,Y,N,Y,N,N,N,Large
2468977,Product D,New,600,N,N,Y,N,N,N,Large
2619486,Product B,New,316.24,N,Y,Y,N,N,N,Small-Medium
1723244,Product C,New,1995,Y,N,Y,N,N,N,Medium
1913075,Product C,Additional,895,Y,N,Y,N,N,N,Large
3375265,Product A,Additional,1520.2,N,Y,Y,Y,N,Y,Large
3450598,Product B,Additional,785,N,Y,Y,N,N,Y,Large
2631900,Product A,Additional,1251.02,N,Y,N,N,N,N,Large
3377409,Product D,Additional,1100,N,Y,Y,N,N,Y,Medium
1440458,Product B,New,375,Y,N,Y,N,N,N,Large
2341004,Product B,New,1437.1,Y,N,Y,N,N,N,Medium
1773735,Product C,Additional,2384.62,Y,Y,Y,N,Y,Y,Medium
1888843,Product B,New,260.53,Y,N,Y,N,N,N,Large
2738513,Product B,New,5364.62,N,Y,N,N,N,N,Medium
2625064,Product A,New,1632,Y,N,Y,N,N,N,Medium
3120558,Product A,Additional,2957.22,Y,Y,Y,N,N,Y,Medium
2068492,Product C,New,485.02,Y,Y,Y,N,Y,Y,Large
2126149,Product B,New,375,N,Y,Y,N,N,Y,Large
3355101,Product B,New,1857.59,N,N,Y,N,N,N,Medium
2234983,Product C,Additional,1951.26,Y,N,Y,N,N,N,Medium
1196710,Product C,New,495,Y,Y,Y,N,Y,Y,Large
3069834,Product B,New,559.15,Y,N,Y,N,N,N,Large
2369381,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2447355,Product A,New,318.04,Y,N,Y,N,N,N,Large
3163478,Product B,New,933.67,N,Y,Y,N,N,Y,Large
2206538,Product B,New,1217.96,Y,N,Y,N,N,N,Large
2784772,Product C,Additional,985.6,Y,N,Y,Y,N,N,Large
2537719,Product B,Additional,1872.03,N,Y,Y,Y,Y,Y,Large
3968875,Product D,Additional,2235.4,N,N,Y,N,N,N,Medium
4015652,Product B,New,360.2,N,N,Y,N,N,N,Medium
2942137,Product B,Additional,375,N,Y,Y,N,N,Y,Large
3371063,Product A,Additional,480,N,Y,Y,N,N,Y,Large
1888750,Product B,New,1150.08,N,Y,Y,N,N,Y,Medium
1854711,Product C,Additional,2057.3,Y,Y,Y,N,N,Y,Large
1726295,Product C,Additional,986.89,Y,N,Y,N,N,N,Medium
3834981,Product B,Additional,530.51,Y,N,Y,N,N,N,Large
1806757,Product B,Additional,1315.17,N,Y,Y,N,N,Y,Large
2732997,Product A,Additional,1099,Y,N,Y,Y,N,N,Medium
2172868,Product A,Additional,1336.2,N,Y,Y,N,N,Y,Large
2814647,Product B,New,1060.3,N,Y,Y,N,N,Y,Large
2163106,Product C,Additional,2033.71,Y,Y,Y,Y,N,Y,Medium
2887700,Product B,Additional,882.15,Y,Y,Y,N,N,Y,Large
3135447,Product B,New,728.95,N,Y,Y,N,N,Y,Large
1914105,Product B,New,2822.48,Y,Y,Y,N,N,Y,Medium
3829266,Product B,Additional,375,Y,Y,Y,N,N,Y,Large
4176793,Product A,Additional,1558.52,Y,Y,Y,N,N,Y,Large
1746458,Product B,New,1362.2,N,Y,Y,N,N,Y,Medium
1932916,Product B,New,1755.95,N,Y,Y,N,N,Y,Medium
3075440,Product A,New,601.5,Y,Y,N,N,N,Y,Large
2867965,Product C,Additional,604.24,Y,Y,Y,N,N,N,Small-Medium
3277466,Product B,Additional,2806.75,Y,Y,Y,N,N,Y,Medium
1717920,Product B,Additional,2154.72,N,Y,Y,N,Y,Y,Medium
2354325,Product B,New,1158.45,Y,Y,Y,N,N,Y,Large
2653416,Product B,New,538,N,Y,Y,N,N,Y,Large
2633223,Product A,New,175,Y,N,Y,N,N,N,Large
3126115,Product B,New,877.4,Y,N,Y,N,N,N,Medium
2073716,Product A,Additional,950,N,Y,Y,N,N,Y,Large
2128949,Product A,Additional,3654.2,N,Y,Y,N,N,N,Small
2239402,Product A,New,1920,Y,N,Y,N,N,N,Medium
1197221,Product C,New,495,Y,Y,Y,N,Y,Y,Large
3070988,Product B,New,1134.75,Y,N,Y,N,N,N,Large
2397843,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2462060,Product A,Additional,959.37,N,Y,N,N,Y,Y,Large
3968850,Product C,Additional,603.23,Y,N,Y,N,N,N,Large
2654216,Product A,Additional,1359.65,N,Y,Y,N,N,Y,Large
3642986,Product B,Additional,1562.87,N,Y,Y,N,N,Y,Large
2434727,Product B,Additional,1807.5,Y,N,Y,N,N,N,Medium
2716097,Product C,Additional,661.85,Y,N,Y,Y,N,N,Large
2664989,Product B,Additional,1844.2,N,Y,Y,N,N,Y,Medium
4019556,Product B,Additional,775,Y,N,Y,N,N,N,Medium
2931235,Product B,Additional,1339.12,N,Y,Y,N,N,Y,Medium
1933929,Product B,Additional,729.42,N,Y,Y,N,N,Y,Large
3323158,Product B,New,860.02,Y,Y,Y,N,N,Y,Large
2785674,Product A,Additional,4416.75,N,Y,Y,N,N,Y,Medium
3865297,Product B,New,566.5,Y,N,Y,N,N,N,Large
1807006,Product B,Additional,708.75,N,Y,Y,N,N,Y,Large
2753408,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
2435741,Product B,Additional,516,N,Y,Y,N,N,Y,Large
2330011,Product A,New,1475.16,N,Y,N,Y,N,Y,Large
2817405,Product A,New,1360,Y,N,Y,N,N,N,Medium
2186008,Product B,Additional,1830.5,N,Y,Y,N,N,Y,Large
3003480,Product A,New,524.56,Y,N,Y,N,N,N,Medium
1445428,Product B,New,375,Y,N,Y,N,N,N,Large
2263150,Product B,New,375,Y,N,Y,N,N,N,Large
3835953,Product B,New,375,Y,N,Y,N,N,N,Large
2402406,Product A,New,937.54,N,Y,Y,Y,Y,Y,Medium
2485910,Product C,New,1335.91,Y,Y,Y,N,Y,Y,Large
2516224,Product B,New,580,Y,N,Y,N,N,N,Large
2197335,Product B,Additional,495,N,Y,Y,N,N,Y,Large
2935274,Product C,Additional,1663.82,Y,N,Y,N,N,N,Medium
1439548,Product B,New,1518.58,N,Y,Y,N,Y,Y,Large
3086741,Product C,Additional,1613.05,Y,N,Y,N,N,N,Large
2092818,Product A,Additional,1020.82,Y,N,N,N,N,N,Large
2887730,Product B,Additional,823.47,N,Y,Y,N,N,Y,Large
3279190,Product A,Additional,698.5,N,N,Y,N,N,N,Medium
2351803,Product B,New,580,N,N,Y,N,N,N,Large
3642965,Product B,New,1056.3,N,Y,Y,N,N,Y,Medium
2358077,Product B,Additional,720.84,Y,N,Y,N,N,N,Medium
3968895,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3157474,Product B,New,537.03,N,Y,Y,N,N,N,Small-Medium
2633290,Product B,New,1538.13,Y,N,Y,N,N,N,Medium
3130281,Product C,Additional,837.2,Y,Y,Y,N,N,Y,Large
2096133,Product B,Additional,1293,N,Y,Y,N,N,Y,Medium
2157775,Product A,Additional,1509.46,N,Y,Y,N,N,Y,Large
3364897,Product A,New,1452.4,N,Y,Y,N,N,Y,Large
2239678,Product B,New,705.5,N,N,Y,N,N,N,Large
2478461,Product A,Additional,1920,Y,N,Y,N,N,N,Medium
2102617,Product B,New,475.95,N,Y,Y,N,N,Y,Large
2463290,Product B,New,341.9,Y,N,Y,N,N,N,Large
3987803,Product B,New,616,Y,N,Y,N,N,N,Large
3164309,Product B,New,2201.3,Y,N,Y,N,N,N,Medium
2654301,Product A,New,887.01,Y,N,Y,N,N,N,Medium
2803175,Product B,New,594.2,Y,N,Y,N,N,N,Medium
3896462,Product A,Additional,600,N,N,Y,N,N,N,Large
2675758,Product A,Additional,1632,Y,N,Y,Y,N,N,Medium
4025347,Product D,Additional,885,Y,N,Y,N,N,N,Medium
3157305,Product B,New,676.27,Y,N,Y,N,N,N,Large
2934910,Product B,Additional,833.5,N,Y,Y,N,N,Y,Large
2961599,Product B,Additional,3270.4,N,N,Y,N,N,N,Medium
3354638,Product A,New,1527.97,N,Y,Y,N,N,Y,Large
3866003,Product B,New,585.98,Y,N,Y,N,N,N,Large
3189839,Product B,New,1173.2,N,N,Y,N,N,N,Medium
3514439,Product B,Additional,823.47,N,Y,Y,N,N,Y,Large
2439422,Product B,New,843.97,Y,Y,Y,N,N,N,Large
2887673,Product D,Additional,5145.94,N,N,Y,N,N,N,Small
2186855,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3005811,Product C,Additional,539.18,Y,Y,Y,N,Y,N,Small-Medium
2894188,Product C,Additional,657.32,Y,Y,Y,N,N,N,Small-Medium
2023473,Product B,New,1172.4,Y,N,Y,N,N,N,Medium
2268971,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2201088,Product B,Additional,1271.98,N,Y,Y,N,Y,Y,Large
2819714,Product C,New,1602.64,Y,Y,Y,N,N,Y,Large
1822213,Product A,New,486.35,N,Y,Y,N,N,Y,Large
2510773,Product B,New,246.78,N,Y,Y,N,N,N,Small-Medium
1439886,Product B,New,375,N,N,Y,N,N,N,Large
3116573,Product A,New,600,Y,N,Y,N,N,N,Medium
2096603,Product B,New,1097.52,N,Y,Y,N,N,Y,Large
2889069,Product B,Additional,5201.9,Y,Y,Y,N,N,Y,Large
2366114,Product B,New,3300.4,Y,N,Y,N,N,N,Medium
3665081,Product A,New,656.37,Y,N,Y,N,N,N,Large
2358100,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3970084,Product B,New,690.21,N,Y,Y,N,N,Y,Large
3157480,Product B,New,661.9,N,Y,Y,N,N,N,Small-Medium
2660756,Product A,New,1093,Y,Y,Y,Y,N,Y,Large
2654416,Product B,Additional,328.6,Y,N,Y,N,N,N,Large
2824753,Product C,New,710.08,Y,N,Y,N,Y,N,Large
1196697,Product C,New,495,Y,Y,Y,N,Y,Y,Large
3753762,Product B,Additional,810.4,N,N,Y,N,N,N,Medium
2240476,Product D,Additional,778.62,N,Y,Y,N,N,Y,Large
2484776,Product B,Additional,464,Y,N,Y,N,N,N,Large
2867440,Product A,Additional,625.98,N,Y,Y,N,N,N,Small-Medium
2105942,Product B,New,475.95,N,Y,Y,N,N,Y,Large
3971531,Product B,New,982.5,Y,N,Y,N,N,N,Medium
4101324,Product D,Additional,907.3,Y,N,Y,N,N,N,Large
3992753,Product C,Additional,1358.19,Y,Y,Y,N,N,Y,Medium
3164628,Product A,Additional,907.91,N,Y,Y,Y,N,Y,Large
2631118,Product B,New,516.6,Y,N,Y,N,N,N,Large
2654820,Product B,Additional,2471.4,N,N,Y,N,N,N,Small
2587435,Product A,Additional,1171.82,N,Y,Y,N,N,Y,Large
2439657,Product B,Additional,708.1,N,N,Y,N,N,N,Large
2814005,Product B,New,539,N,Y,Y,N,N,Y,Large
2540877,Product B,New,548.89,Y,N,Y,N,N,N,Large
3899174,Product B,Additional,866.23,Y,N,Y,N,N,N,Large
2704198,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2500372,Product B,New,2098.4,Y,N,Y,N,N,N,Medium
3164306,Product B,New,1138,Y,N,Y,N,N,N,Medium
2936930,Product B,Additional,375,Y,Y,Y,N,N,Y,Large
2967627,Product A,Additional,490,N,Y,Y,N,N,Y,Large
3365530,Product B,New,828,N,Y,Y,N,N,Y,Large
3208688,Product B,Additional,364.62,N,Y,Y,N,N,N,Small-Medium
3522182,Product B,New,390.58,N,Y,Y,N,N,N,Small-Medium
2445994,Product B,New,454.38,N,Y,Y,N,N,N,Small-Medium
2375604,Product B,Additional,495,N,Y,Y,N,N,Y,Large
2887818,Product A,New,1176.12,N,N,Y,N,N,N,Small
1439875,Product B,New,375,N,N,Y,N,N,N,Large
2192426,Product C,Additional,1069.16,Y,Y,Y,N,Y,Y,Large
3017561,Product B,New,993.39,Y,N,N,N,N,N,Large
2320915,Product C,Additional,1754.51,Y,Y,Y,N,Y,Y,Large
2220527,Product B,Additional,949.03,Y,N,Y,N,N,N,Large
2817970,Product B,Additional,1277.53,Y,Y,Y,N,N,Y,Large
2824749,Product C,New,710.08,Y,N,Y,N,Y,N,Large
3973378,Product B,Additional,895.02,Y,Y,Y,N,N,Y,Large
4085610,Product B,Additional,1160.6,Y,N,Y,N,N,N,Medium
2542388,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2254212,Product B,New,1140.51,N,N,Y,Y,N,N,Large
1807472,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
1440220,Product B,New,375,N,N,Y,N,N,N,Large
3120063,Product B,New,562.01,N,Y,N,N,N,Y,Large
2105961,Product B,New,528.08,N,Y,Y,N,N,Y,Large
2895319,Product B,New,2297.4,Y,N,Y,N,N,N,Medium
1528126,Product C,Additional,1308.7,Y,Y,Y,N,N,Y,Large
2369348,Product C,Additional,851.29,Y,Y,Y,N,N,Y,Large
3978595,Product B,New,469.2,N,N,Y,N,N,N,Large
3157486,Product B,New,322.92,N,Y,Y,N,N,N,Small-Medium
3906396,Product B,Additional,695.8,Y,N,Y,N,N,N,Large
3135530,Product C,Additional,1062.21,Y,N,Y,N,N,N,Medium
1196754,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2813881,Product B,New,375,N,N,Y,N,N,N,Large
2868144,Product C,Additional,724.99,Y,Y,Y,N,N,N,Small-Medium
3155697,Product B,New,626.27,Y,Y,N,N,N,Y,Large
3978608,Product B,Additional,583.2,Y,N,Y,N,N,N,Medium
4101335,Product B,Additional,1538.16,Y,Y,Y,N,N,Y,Medium
3202735,Product B,Additional,2466.4,Y,Y,Y,N,N,Y,Medium
2655035,Product B,New,1337.12,Y,N,Y,N,N,N,Medium
3543199,Product B,Additional,1343,N,Y,Y,N,N,Y,Medium
3661215,Product B,Additional,1695.06,Y,Y,Y,N,N,Y,Medium
2439818,Product B,Additional,516.9,N,Y,Y,N,N,Y,Large
2819350,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2545880,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3168913,Product B,Additional,495.3,N,Y,Y,N,N,Y,Large
2956309,Product B,Additional,626.78,N,Y,Y,N,N,N,Large
2813759,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2963262,Product B,Additional,1521.4,N,Y,Y,N,N,Y,Medium
3735189,Product C,Additional,1270.72,Y,N,Y,N,Y,N,Large
3528623,Product B,Additional,2016.35,N,Y,Y,N,N,Y,Large
2463298,Product A,New,1375,N,Y,Y,N,N,Y,Medium
3880029,Product A,Additional,388,Y,N,Y,N,N,N,Medium
1440490,Product B,New,375,N,Y,Y,N,N,Y,Large
1168405,Product A,Additional,1316.34,N,Y,N,N,N,N,Large
2396724,Product A,Additional,386.03,Y,Y,Y,N,N,N,Small-Medium
2254913,Product A,Additional,4941.9,N,Y,Y,Y,N,N,Medium
2330750,Product A,Additional,1423.44,N,Y,Y,N,N,Y,Medium
2824810,Product B,Additional,1882.52,N,Y,Y,N,N,N,Large
3069569,Product A,New,1169,Y,N,Y,Y,N,N,Medium
3974610,Product B,Additional,675.48,N,Y,Y,N,N,Y,Large
4091575,Product B,Additional,1031.45,N,Y,Y,N,N,Y,Large
2546938,Product B,Additional,1754.9,N,Y,Y,N,N,Y,Medium
1196862,Product C,New,495,Y,Y,Y,N,N,Y,Large
3236419,Product A,Additional,1281.25,N,Y,Y,N,N,Y,Large
3131022,Product B,Additional,1095,Y,N,Y,N,N,N,Large
2861980,Product B,Additional,909.5,Y,N,Y,N,N,N,Large
2219572,Product C,Additional,1613.05,Y,N,Y,Y,Y,N,Large
2374125,Product B,Additional,495,N,Y,Y,N,N,Y,Large
3162378,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3410283,Product C,Additional,549.35,Y,Y,Y,N,N,N,Small-Medium
3923514,Product B,Additional,923.2,N,Y,Y,N,N,Y,Large
3146977,Product C,Additional,424.24,Y,Y,N,N,Y,N,Small-Medium
2935547,Product A,Additional,238,Y,N,Y,N,N,N,Medium
3775830,Product C,Additional,696.24,Y,Y,Y,Y,N,Y,Large
3033074,Product B,Additional,6445.52,N,Y,Y,N,N,N,Medium
2817566,Product C,Additional,338.9,Y,Y,Y,N,N,Y,Large
2882350,Product B,Additional,703.73,N,Y,Y,N,N,Y,Large
2320013,Product B,Additional,932.6,N,N,Y,N,N,N,Medium
3981659,Product B,New,232.8,Y,N,Y,N,N,N,Medium
4102059,Product B,Additional,2833,Y,N,Y,N,N,N,Medium
2396084,Product C,Additional,2204.88,Y,N,Y,N,N,N,Medium
1508179,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2664956,Product B,New,487.2,Y,N,Y,N,N,N,Medium
